Disease   Association_Type  Gene
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"ESR1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"SLC6A4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"NPY"
"Post-Traumatic Stress Disorder"	"Biomarker"	"MSTO1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"HCN1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"INSRR"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"TPH2"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CASP12"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"SLC6A4"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"BDNF"
"Post-Traumatic Stress Disorder"	"PosttranslationalModification"	"MAN2C1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"COMT"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"IL6"
"Post-Traumatic Stress Disorder"	"Biomarker"	"OGN"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FKBP5"
"Post-Traumatic Stress Disorder"	"Biomarker"	"IL12B"
"Post-Traumatic Stress Disorder"	"Biomarker"	"SKA2"
"Post-Traumatic Stress Disorder"	"Biomarker"	"SLC6A3"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FABP3"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FKBP5"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"BDNF"
"Post-Traumatic Stress Disorder"	"Biomarker"	"REM1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"SHANK1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"TNF"
"Post-Traumatic Stress Disorder"	"Biomarker"	"BDNF"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"NR3C1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ESR1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"HLA-DQA1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"SNAP25"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"ADCYAP1R1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ASAP2"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"OXTR"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"DRD2"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FKBP5"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"TBX21"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PPP1R3B"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"SLC6A4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"LINC02210-CRHR1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"CRHR1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"ADRB2"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"TPH2"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"STIN2-VNTR"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"IL1RN"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"NR3C1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ADCYAP1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"OPN1SW"
"Post-Traumatic Stress Disorder"	"Biomarker"	"SLC6A3"
"Post-Traumatic Stress Disorder"	"Biomarker"	"IL6"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"TPH1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"POMC"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"NPY"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"OPN1SW"
"Post-Traumatic Stress Disorder"	"Biomarker"	"TNF"
"Post-Traumatic Stress Disorder"	"Biomarker"	"BDNF"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"NOL3"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"ADCYAP1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"NR3C1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"SMS"
"Post-Traumatic Stress Disorder"	"Biomarker"	"STMN1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"CRHR1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"EBPL"
"Post-Traumatic Stress Disorder"	"Biomarker"	"BDNF"
"Post-Traumatic Stress Disorder"	"Biomarker"	"HIF1A"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FKBP5"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"ADIPOQ"
"Post-Traumatic Stress Disorder"	"Biomarker"	"GRM5"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"HCRT"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FKBP5"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CCL4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ADCYAP1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"MAOA"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"STAT3"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"DRD3"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"SCLY"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"WASF2"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"MARCHF11"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"PRKN"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"CYRIB"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"ADRA2B"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FST"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"CAPS"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FKBP4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"ADCYAP1R1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"OPN1SW"
"Post-Traumatic Stress Disorder"	"Biomarker"	"SMUG1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"ADCY8"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"CCK"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CRP"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"BDNF"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"ACE"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PON1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"TP63"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"BDNF"
"Post-Traumatic Stress Disorder"	"Biomarker"	"GAL"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"BDNF"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CAPS"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"SPNS1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"RNU4ATAC"
"Post-Traumatic Stress Disorder"	"Biomarker"	"P2RX3"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"IL10"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"APOE"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"NRG1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PRTFDC1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"TNF"
"Post-Traumatic Stress Disorder"	"Biomarker"	"MDD1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PSS"
"Post-Traumatic Stress Disorder"	"Biomarker"	"NPY"
"Post-Traumatic Stress Disorder"	"Biomarker"	"EIF2AK3"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CELA2A"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CCHCR1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"DLG4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"IRF6"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ARSD"
"Post-Traumatic Stress Disorder"	"Biomarker"	"IL6"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"IL6"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ADCYAP1R1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"HTR3A"
"Post-Traumatic Stress Disorder"	"Biomarker"	"NPY"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"CAMK2G"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"GDNF"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PPM1F"
"Post-Traumatic Stress Disorder"	"Therapeutic"	"WFS1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"IGF1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CRP"
"Post-Traumatic Stress Disorder"	"Biomarker"	"EIF2AK3"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"ENDOU"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"CAVIN2"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PDAP1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"SRM"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"CRP"
"Post-Traumatic Stress Disorder"	"Biomarker"	"MAP3K10"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"BDNF"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"CAPS"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"SETD2"
"Post-Traumatic Stress Disorder"	"Biomarker"	"HTR1A"
"Post-Traumatic Stress Disorder"	"Biomarker"	"SCLY"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PAG1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"DRD2"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FKBP5"
"Post-Traumatic Stress Disorder"	"Biomarker"	"REG3A"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"COMT"
"Post-Traumatic Stress Disorder"	"Biomarker"	"APOE"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FKBP5"
"Post-Traumatic Stress Disorder"	"Biomarker"	"BDNF"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"IL10"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PAPOLA"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"NPY"
"Post-Traumatic Stress Disorder"	"Biomarker"	"GAD1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"BDNF"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PCSK9"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ANKRD55"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PDE4A"
"Post-Traumatic Stress Disorder"	"Biomarker"	"MTPAP"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ZNRD1ASP"
"Post-Traumatic Stress Disorder"	"Biomarker"	"BECN1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CNTN3"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"AMY1C"
"Post-Traumatic Stress Disorder"	"Biomarker"	"TAM"
"Post-Traumatic Stress Disorder"	"Biomarker"	"REG3A"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"SLC6A4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"APOE"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"DHRS9"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"WWC1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"POMC"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"NR3C1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FKBP5"
"Post-Traumatic Stress Disorder"	"Biomarker"	"TAM"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"HTR1A"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"CNR1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"LOH19CR1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FKBP5"
"Post-Traumatic Stress Disorder"	"Biomarker"	"BDNF"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FUS"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CRHR1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"MZB1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CHRNA4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"IMPACT"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"LOC110806262"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"DRD2"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ASAP1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"OPN1SW"
"Post-Traumatic Stress Disorder"	"Biomarker"	"VPS51"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"CAPS"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"DBH"
"Post-Traumatic Stress Disorder"	"Biomarker"	"WDHD1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FKBP5"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"COMT"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PARP1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"ESR1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"NR3C1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ITK"
"Post-Traumatic Stress Disorder"	"Biomarker"	"SKA2"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"SNRPD1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"STMN1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"COMT"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"MAP3K10"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"NR3C1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"CSF3"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"HTR2A"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ADCYAP1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"SLC6A3"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"BDNF"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"SLC6A4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FLT4"
"Post-Traumatic Stress Disorder"	"Biomarker"	"MZB1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ANGPT2"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"GFAP"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CAPS"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CAPS"
"Post-Traumatic Stress Disorder"	"Biomarker"	"ETFA"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FKBP5"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"TBC1D2"
"Post-Traumatic Stress Disorder"	"Biomarker"	"RORA"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"OR11L1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"FKBP5"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"ADCYAP1R1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CAT"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CALM1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"SGK1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"FKBP5"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"REM1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"OPN1SW"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PPM1F"
"Post-Traumatic Stress Disorder"	"Biomarker"	"AVP"
"Post-Traumatic Stress Disorder"	"Biomarker"	"CRP"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"COMT"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"NR3C1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"TAC1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"FXYD1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"DHRS9"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"FKBP5"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"APOE"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"NR3C1"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"COMT"
"Post-Traumatic Stress Disorder"	"Biomarker"	"BDNF"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"NR3C1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"TAM"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"LOC110806262"
"Post-Traumatic Stress Disorder"	"Biomarker"	"DBT"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"PKD2L1"
"Post-Traumatic Stress Disorder"	"Biomarker"	"EBPL"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FLT4"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"SLC6A3"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"FKBP5"
"Post-Traumatic Stress Disorder"	"GeneticVariation"	"MDD1"
"Post-Traumatic Stress Disorder"	"AlteredExpression"	"AMY1A"
