"pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","target_count"
"olanzapine","A549","trt_cp","down",-0.487830237920131,2.22814566624145e-05,6.23466946078869e-05,-1.02104786406489,-0.561459733586398,22,2,"ADRA1A; ADRA1B; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3; CHRM1; CHRM4; CHRM5; CYP2C8; DRD1; DRD3; DRD4; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; HRH1; HRH2; HRH4; HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR3A; HTR5A; HTR6; HTR7","Dopamine receptor antagonist; Serotonin receptor antagonist","4585",40
"olanzapine","MCF7","trt_cp","down",-0.271689125848188,0.00547216473794983,0.0112027264209383,-0.556817429238131,-0.561459733586398,22,2,"ADRA1A; ADRA1B; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3; CHRM1; CHRM4; CHRM5; CYP2C8; DRD1; DRD3; DRD4; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; HRH1; HRH2; HRH4; HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR3A; HTR5A; HTR6; HTR7","Dopamine receptor antagonist; Serotonin receptor antagonist","4585",40
"tozasertib","NPC","trt_cp","up",0.539000200421088,2.00620146901818e-05,6.23466946078869e-05,1.05663801700626,0.242374333837946,22,2,"ABL1; ABL2; AURKA; AURKAIP1; AURKB; AURKC; BCR; BMP2K; CDKL2; DDR1; DDR2; EPHA2; EPHB6; FLT3; INCENP; JAK2; LCK; LIMK1; MAP3K19; MAP4K1; MAP4K5; MYLK2; MYLK3; NTRK1; NTRK2; NTRK3; NUAK1; PLK4; RET; RIPK1; ROS1; SLK; SRPK1; TAOK2; TAOK3; TEK; TNK1; TPX2; YES1","Aurora kinase inhibitor; BCR-ABL kinase inhibitor; FLT3 inhibitor; JAK inhibitor","5494449",38
"tozasertib","HA1E","trt_cp","up",0.534855990563581,2.02360885703569e-05,6.23466946078869e-05,0.992681623738072,0.242374333837946,22,2,"ABL1; ABL2; AURKA; AURKAIP1; AURKB; AURKC; BCR; BMP2K; CDKL2; DDR1; DDR2; EPHA2; EPHB6; FLT3; INCENP; JAK2; LCK; LIMK1; MAP3K19; MAP4K1; MAP4K5; MYLK2; MYLK3; NTRK1; NTRK2; NTRK3; NUAK1; PLK4; RET; RIPK1; ROS1; SLK; SRPK1; TAOK2; TAOK3; TEK; TNK1; TPX2; YES1","Aurora kinase inhibitor; BCR-ABL kinase inhibitor; FLT3 inhibitor; JAK inhibitor","5494449",38
"tozasertib","HS578T","trt_cp","up",0.539743356433157,2.0018496220138e-05,6.23466946078869e-05,0.982029875434579,0.242374333837946,22,2,"ABL1; ABL2; AURKA; AURKAIP1; AURKB; AURKC; BCR; BMP2K; CDKL2; DDR1; DDR2; EPHA2; EPHB6; FLT3; INCENP; JAK2; LCK; LIMK1; MAP3K19; MAP4K1; MAP4K5; MYLK2; MYLK3; NTRK1; NTRK2; NTRK3; NUAK1; PLK4; RET; RIPK1; ROS1; SLK; SRPK1; TAOK2; TAOK3; TEK; TNK1; TPX2; YES1","Aurora kinase inhibitor; BCR-ABL kinase inhibitor; FLT3 inhibitor; JAK inhibitor","5494449",38
"tozasertib","A375","trt_cp","up",0.459062836267411,2.3543492293684e-05,6.23466946078869e-05,0.89843644612741,0.242374333837946,22,2,"ABL1; ABL2; AURKA; AURKAIP1; AURKB; AURKC; BCR; BMP2K; CDKL2; DDR1; DDR2; EPHA2; EPHB6; FLT3; INCENP; JAK2; LCK; LIMK1; MAP3K19; MAP4K1; MAP4K5; MYLK2; MYLK3; NTRK1; NTRK2; NTRK3; NUAK1; PLK4; RET; RIPK1; ROS1; SLK; SRPK1; TAOK2; TAOK3; TEK; TNK1; TPX2; YES1","Aurora kinase inhibitor; BCR-ABL kinase inhibitor; FLT3 inhibitor; JAK inhibitor","5494449",38
"tozasertib","HEPG2","trt_cp","up",0.424865686140867,2.50231202751725e-05,6.23466946078869e-05,0.792145914342875,0.242374333837946,22,2,"ABL1; ABL2; AURKA; AURKAIP1; AURKB; AURKC; BCR; BMP2K; CDKL2; DDR1; DDR2; EPHA2; EPHB6; FLT3; INCENP; JAK2; LCK; LIMK1; MAP3K19; MAP4K1; MAP4K5; MYLK2; MYLK3; NTRK1; NTRK2; NTRK3; NUAK1; PLK4; RET; RIPK1; ROS1; SLK; SRPK1; TAOK2; TAOK3; TEK; TNK1; TPX2; YES1","Aurora kinase inhibitor; BCR-ABL kinase inhibitor; FLT3 inhibitor; JAK inhibitor","5494449",38
"tozasertib","MDAMB231","trt_cp","up",0.307929977050836,0.000240221954641656,0.000499915778993431,0.621472650866526,0.242374333837946,22,2,"ABL1; ABL2; AURKA; AURKAIP1; AURKB; AURKC; BCR; BMP2K; CDKL2; DDR1; DDR2; EPHA2; EPHB6; FLT3; INCENP; JAK2; LCK; LIMK1; MAP3K19; MAP4K1; MAP4K5; MYLK2; MYLK3; NTRK1; NTRK2; NTRK3; NUAK1; PLK4; RET; RIPK1; ROS1; SLK; SRPK1; TAOK2; TAOK3; TEK; TNK1; TPX2; YES1","Aurora kinase inhibitor; BCR-ABL kinase inhibitor; FLT3 inhibitor; JAK inhibitor","5494449",38
"resveratrol","HA1E","trt_cp","down",-0.599094139964349,1.74509064875551e-05,6.23466946078869e-05,-1.26370807348401,-0.92414551736077,22,2,"AHR; AKT1; ALOX15; ALOX5; APOA1; APP; ATP5A1; ATP5B; ATP5C1; BACE1; CBR1; CLEC14A; CSNK2A1; ITGA5; ITGB3; KHSRP; MAOA; MAT2B; MTNR1A; MTNR1B; NQO2; NR1I2; NR1I3; PI4K2B; PPARA; PPARG; SCN5A; SIRT1; SIRT5; SLC2A1; SNCA; SULT1B1; TXNRD1; TXNRD2; YARS","Cytochrome P450 inhibitor; SIRT activator","445154",34
"resveratrol","PC3","trt_cp","down",-0.5804575403867,1.82777574183869e-05,6.23466946078869e-05,-1.20007886179386,-0.92414551736077,22,2,"AHR; AKT1; ALOX15; ALOX5; APOA1; APP; ATP5A1; ATP5B; ATP5C1; BACE1; CBR1; CLEC14A; CSNK2A1; ITGA5; ITGB3; KHSRP; MAOA; MAT2B; MTNR1A; MTNR1B; NQO2; NR1I2; NR1I3; PI4K2B; PPARA; PPARG; SCN5A; SIRT1; SIRT5; SLC2A1; SNCA; SULT1B1; TXNRD1; TXNRD2; YARS","Cytochrome P450 inhibitor; SIRT activator","445154",34
"resveratrol","ASC","trt_cp","down",-0.509120382483442,2.13675687914951e-05,6.23466946078869e-05,-1.02193649868291,-0.92414551736077,22,2,"AHR; AKT1; ALOX15; ALOX5; APOA1; APP; ATP5A1; ATP5B; ATP5C1; BACE1; CBR1; CLEC14A; CSNK2A1; ITGA5; ITGB3; KHSRP; MAOA; MAT2B; MTNR1A; MTNR1B; NQO2; NR1I2; NR1I3; PI4K2B; PPARA; PPARG; SCN5A; SIRT1; SIRT5; SLC2A1; SNCA; SULT1B1; TXNRD1; TXNRD2; YARS","Cytochrome P450 inhibitor; SIRT activator","445154",34
"resveratrol","NPC","trt_cp","down",-0.466564027549608,2.31953445333338e-05,6.23466946078869e-05,-0.956611690699978,-0.92414551736077,22,2,"AHR; AKT1; ALOX15; ALOX5; APOA1; APP; ATP5A1; ATP5B; ATP5C1; BACE1; CBR1; CLEC14A; CSNK2A1; ITGA5; ITGB3; KHSRP; MAOA; MAT2B; MTNR1A; MTNR1B; NQO2; NR1I2; NR1I3; PI4K2B; PPARA; PPARG; SCN5A; SIRT1; SIRT5; SLC2A1; SNCA; SULT1B1; TXNRD1; TXNRD2; YARS","Cytochrome P450 inhibitor; SIRT activator","445154",34
"resveratrol","PHH","trt_cp","down",-0.452629149447524,2.38046031139467e-05,6.23466946078869e-05,-0.93014952448974,-0.92414551736077,22,2,"AHR; AKT1; ALOX15; ALOX5; APOA1; APP; ATP5A1; ATP5B; ATP5C1; BACE1; CBR1; CLEC14A; CSNK2A1; ITGA5; ITGB3; KHSRP; MAOA; MAT2B; MTNR1A; MTNR1B; NQO2; NR1I2; NR1I3; PI4K2B; PPARA; PPARG; SCN5A; SIRT1; SIRT5; SLC2A1; SNCA; SULT1B1; TXNRD1; TXNRD2; YARS","Cytochrome P450 inhibitor; SIRT activator","445154",34
"resveratrol","VCAP","trt_cp","down",-0.436688847611611,2.45008986346472e-05,6.23466946078869e-05,-0.909446051631223,-0.92414551736077,22,2,"AHR; AKT1; ALOX15; ALOX5; APOA1; APP; ATP5A1; ATP5B; ATP5C1; BACE1; CBR1; CLEC14A; CSNK2A1; ITGA5; ITGB3; KHSRP; MAOA; MAT2B; MTNR1A; MTNR1B; NQO2; NR1I2; NR1I3; PI4K2B; PPARA; PPARG; SCN5A; SIRT1; SIRT5; SLC2A1; SNCA; SULT1B1; TXNRD1; TXNRD2; YARS","Cytochrome P450 inhibitor; SIRT activator","445154",34
"topiramate","MCF7","trt_cp","down",-0.504025018712237,2.1585161141714e-05,6.23466946078869e-05,-1.03298177398483,-0.0103298177398483,22,2,"CA1; CA12; CA3; CA4; CA7; CYP3A4; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; GRIA1; GRIK1; SCN10A; SCN11A; SCN1A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A","Carbonic anhydrase inhibitor; Glutamate receptor antagonist; Kainate receptor antagonist","5284627",30
"flufenamic-acid","PC3","trt_cp","down",-0.388173814877952,2.66333036667923e-05,6.23466946078869e-05,-0.802537924869699,0,22,2,"AKR1C3; ANO1; AR; GJA1; GJA10; GJA3; GJA4; GJA5; GJA8; GJA9; GJB1; GJB2; GJB3; GJB4; GJB5; GJB6; GJB7; GJC1; GJC2; GJC3; GJD2; GJD3; GJD4; GJE1; PANX1; PANX2; PANX3; PKD2L1; TRPC5; TRPM2; TRPM5","Chloride channel blocker","3371",30
"flufenamic-acid","MCF7","trt_cp","down",-0.372112522951367,2.73295991874928e-05,6.23466946078869e-05,-0.762631694478901,0,22,2,"AKR1C3; ANO1; AR; GJA1; GJA10; GJA3; GJA4; GJA5; GJA8; GJA9; GJB1; GJB2; GJB3; GJB4; GJB5; GJB6; GJB7; GJC1; GJC2; GJC3; GJD2; GJD3; GJD4; GJE1; PANX1; PANX2; PANX3; PKD2L1; TRPC5; TRPM2; TRPM5","Chloride channel blocker","3371",30
"pazopanib","SKBR3","trt_cp","up",0.683553034823696,1.37518365338339e-05,6.23466946078869e-05,1.42468018421565,0,22,2,"BRAF; CSF1R; CYP2B6; CYP2C8; CYP2E1; DDR1; DDR2; EPHB6; FGF1; FGFR3; FLT1; FLT4; ITK; KDR; KIT; MAP3K10; MAP3K11; MAP3K9; MAP4K5; PDGFRA; PDGFRB; RAF1; RET; ROS1; SH2B3; STK10; TAOK1; TAOK2; TAOK3","KIT inhibitor; PDGFR receptor inhibitor; VEGFR inhibitor","11525740",28
"beta-alanine","NPC","trt_cp","down",-0.535671430035641,2.01925701003131e-05,6.23466946078869e-05,-1.09830488869309,-0.373423662155649,22,2,"ABAT; AGXT2; ALDH1A3; ALDH1B1; ALDH3A1; ALDH3A2; ALDH3B2; ALDH7A1; ALDH9A1; ATP5A1; ATP5B; ATP5C1; B2M; CARNS1; CNDP1; CNDP2; DPYS; GAD1; GAD2; GLRA1; GLRA2; GLRA3; GLRB; IGLL5; RP11-162P23.2; SLC6A12; SLC6A14; SLC6A6; UPB1",NA,"32334",28
"pazopanib","HS578T","trt_cp","up",0.515525693581628,2.10629395011887e-05,6.23466946078869e-05,0.937967325798828,0,22,2,"BRAF; CSF1R; CYP2B6; CYP2C8; CYP2E1; DDR1; DDR2; EPHB6; FGF1; FGFR3; FLT1; FLT4; ITK; KDR; KIT; MAP3K10; MAP3K11; MAP3K9; MAP4K5; PDGFRA; PDGFRB; RAF1; RET; ROS1; SH2B3; STK10; TAOK1; TAOK2; TAOK3","KIT inhibitor; PDGFR receptor inhibitor; VEGFR inhibitor","11525740",28
"pazopanib","PC3","trt_cp","up",0.44306624196912,2.42397878143845e-05,6.23466946078869e-05,0.899357848095149,0,22,2,"BRAF; CSF1R; CYP2B6; CYP2C8; CYP2E1; DDR1; DDR2; EPHB6; FGF1; FGFR3; FLT1; FLT4; ITK; KDR; KIT; MAP3K10; MAP3K11; MAP3K9; MAP4K5; PDGFRA; PDGFRB; RAF1; RET; ROS1; SH2B3; STK10; TAOK1; TAOK2; TAOK3","KIT inhibitor; PDGFR receptor inhibitor; VEGFR inhibitor","11525740",28
"emetine","MCF7","trt_cp","up",0.680380012615713,1.3925910414009e-05,6.23466946078869e-05,1.34876826925318,1.09254260867909,22,2,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219",27
"emetine","PC3","trt_cp","up",0.655530380598132,1.49703536950597e-05,6.23466946078869e-05,1.33062810164811,1.09254260867909,22,2,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219",27
"emetine","A549","trt_cp","up",0.679577522011192,1.3925910414009e-05,6.23466946078869e-05,1.32653356051568,1.09254260867909,22,2,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219",27
"emetine","A375","trt_cp","up",0.624356714920575,1.63629447364606e-05,6.23466946078869e-05,1.22193474128728,1.09254260867909,22,2,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219",27
"emetine","HA1E","trt_cp","up",0.585756153239397,1.80166465981242e-05,6.23466946078869e-05,1.08715126982041,1.09254260867909,22,2,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219",27
"emetine","HCC515","trt_cp","up",0.488561707060651,2.22379381923707e-05,6.23466946078869e-05,0.981701401670627,1.09254260867909,22,2,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219",27
"emetine","PHH","trt_cp","up",0.450968557767337,2.38916400540343e-05,6.23466946078869e-05,0.940549032877484,1.09254260867909,22,2,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219",27
"emetine","SKB","trt_cp","up",0.45850837763841,2.3543492293684e-05,6.23466946078869e-05,0.911725249247617,1.09254260867909,22,2,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219",27
"emetine","NPC","trt_cp","up",0.458688380669811,2.3543492293684e-05,6.23466946078869e-05,0.899197404001187,1.09254260867909,22,2,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219",27
"emetine","HT29","trt_cp","up",0.423468881314534,2.51101572152601e-05,6.23466946078869e-05,0.872025062654151,1.09254260867909,22,2,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219",27
"emetine","ASC","trt_cp","up",0.349125152781165,2.9440244984616e-05,6.45001858558835e-05,0.737176111255569,1.09254260867909,22,2,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219",27
"aspirin","PC3","trt_cp","up",0.531004539955458,2.0410162450532e-05,6.23466946078869e-05,1.07785936987811,0.366472185758556,22,2,"AKR1C1; ASIC3; CRP; EDNRA; EPX; HSPA5; IKBKB; LPO; LTF; MPO; NFKB1; NFKB2; NFKBIA; PRKAA1; PRKAA2; PRKAB1; PRKAB2; PRKAG1; PRKAG2; PRKAG3; PTGIR; RPS6KA3; SELP; SERPINC1; TF; TP53","Cyclooxygenase inhibitor","2244",25
